course,instructor,quarter,year,A,nLetterStudents
LATIN   101,ERICKSON B L,Winter,2025,3,7
LING      2G,BOWMAN I K,Winter,2025,0,0
LING      3A,KROKHMAL A,Winter,2025,0,0
LING      3B,BAKER A D,Winter,2025,11,20
LING      3B,KROKHMAL A,Winter,2025,17,37
LING      3C,CORONA K D,Winter,2025,25,35
LING      3C,TSAI D,Winter,2025,4,15
LING     12,CHAU T C,Winter,2025,3,18
LING     12,WESTMACOTT B,Winter,2025,30,33
LING     20,SCANLON C A,Winter,2025,21,83
LING     70,KENNEDY R A,Winter,2025,73,203
LING    107,GORDON M K,Winter,2025,11,65
LING    109,PEREZ GONZALE,Winter,2025,3,17
LING    110,TODD S J,Winter,2025,19,30
LING    116,KENNEDY R A,Winter,2025,10,58
LING    127,BREHM L E,Winter,2025,49,110
LING    139,WEBB M T,Winter,2025,16,23
LING    145,KATSIKA A,Winter,2025,7,59
LING W    3B,CORONA A,Winter,2025,14,31
LING W    3C,LASHMET A J,Winter,2025,6,15
LING W    3C,SMALL A L,Winter,2025,18,35
LING W    3C,TSAI D,Winter,2025,1,13
LING W   12,LASHMET A J,Winter,2025,11,18
LING W   12,WEBB M T,Winter,2025,2,9
MARINCS 100B,CZAPANSKIY M,Winter,2025,0,0
MARINCS 170A,VALENTINE D L,Winter,2025,0,0
MATH      2B,PORTER M J,Winter,2025,30,142
MATH      3A,SUNG B O,Winter,2025,24,145
MATH      3A,YANG F,Winter,2025,7,33
MATH      3B,AKEMANN C A,Winter,2025,49,136
MATH      3B,KLING T P,Winter,2025,22,94
MATH      4A,PONCE G,Winter,2025,187,427
MATH      4B,RATHORE J,Winter,2025,67,137
MATH      4B,WEI G,Winter,2025,67,307
MATH      4B,ZHANG Q,Winter,2025,36,150
MATH      6A,SCHLEY N B,Winter,2025,48,143
MATH      6A,YAN Z X,Winter,2025,138,150
MATH      6A,ZHANG Q,Winter,2025,51,149
MATH      6B,HOSSEINKHAN A,Winter,2025,14,92
MATH      6B,RATHORE J,Winter,2025,8,32
MATH      8,PORTER M J,Winter,2025,23,68
MATH      8,RICCI F,Winter,2025,27,29
MATH      8,SCHLEY N B,Winter,2025,9,33
MATH      8,SHAH S,Winter,2025,14,34
MATH      8,YAN M,Winter,2025,24,35
MATH     34A,BAKSHI R P,Winter,2025,45,142
MATH     34A,LAM KELVIN,Winter,2025,49,148
MATH     34A,YE R,Winter,2025,43,228
MATH     34B,GARFIELD P M,Winter,2025,235,699
MATH    101A,OGRAIN C M,Winter,2025,0,27
MATH    102B,SCHLEY N B,Winter,2025,5,17
MATH    104A,TANG S,Winter,2025,18,54
MATH    104B,CENICEROS H,Winter,2025,18,25
MATH    104B,SU X,Winter,2025,17,61
MATH    104B,YANG XU,Winter,2025,6,62
MATH    108A,SHAH S,Winter,2025,10,58
MATH    108A,SUNG B O,Winter,2025,11,55
MATH    108B,HOSSEINKHAN A,Winter,2025,3,22
MATH    108B,ZHOU BOHAN,Winter,2025,4,45
MATH    111B,ALONSO RODRIG,Winter,2025,11,33
MATH    111B,KRISHNA A,Winter,2025,3,30
MATH    115A,AGBOOLA A,Winter,2025,25,35
MATH    116,GARFIELD P M,Winter,2025,12,37
MATH    117,LONG D D,Winter,2025,7,41
MATH    117,YANG F,Winter,2025,6,39
MATH    117,ZHOU BOHAN,Winter,2025,6,49
MATH    118B,GARCIA-CERVER,Winter,2025,17,48
MATH    118B,PONCE G,Winter,2025,10,38
MATH    118B,YAN Z X,Winter,2025,5,48
MATH    119B,SU X,Winter,2025,8,48
MATH    122A,LABUTIN D A,Winter,2025,5,27
MATH    122A,LANDRY T B,Winter,2025,31,42
MATH    124A,LANDRY T B,Winter,2025,34,55
MATH    124A,YANG XU,Winter,2025,17,48
MATH    132A,ATZBERGER P J,Winter,2025,28,37
MATH    132A,CASTEELS K L,Winter,2025,21,47
MATH    190PS,BUENO CACHADI,Winter,2025,6,18
MATH CS 101A,BUENO CACHADI,Winter,2025,0,0
MATH CS 108A,CASTEELS K L,Winter,2025,0,0
MATH CS 120FT,BIGELOW S J,Winter,2025,0,0
MATH CS 120NT,ZHANG YITANG,Winter,2025,0,0
MATH CS 122A,ZHAO XIAOLEI,Winter,2025,0,0
MATRL   100B,STEMMER S,Winter,2025,6,24
MATRL   101,PITENIS A A,Winter,2025,64,117
MATRL   135,SAFINYA C R,Winter,2025,6,12
MCDB      1B,DONHAM C D,Winter,2025,79,347
MCDB      1B,KRANZFELDER P,Winter,2025,79,347
MCDB      1B,LOW S H,Winter,2025,65,487
MCDB      1B,NGUYEN A T,Winter,2025,65,487
MCDB      1B,SMITH W,Winter,2025,65,487
MCDB      1LL,GONZALEZ NINO,Winter,2025,365,921
MCDB      1LL,NGUYEN A T,Winter,2025,365,921
MCDB      1LL,SMITH W,Winter,2025,365,921
MCDB     11,GONZALEZ NINO,Winter,2025,0,0
MCDB     12,CHUNG J M,Winter,2025,0,0
MCDB     16,LOUIS M R,Winter,2025,0,0
MCDB     20,LOW S H,Winter,2025,0,5
MCDB    101A,RICHARDSON C,Winter,2025,158,340
MCDB    101AH,RICHARDSON C,Winter,2025,24,24
MCDB    101B,JOSHI P M,Winter,2025,26,114
MCDB    101B,SIMPSON J H,Winter,2025,27,153
MCDB    101BH,JOSHI P M,Winter,2025,10,17
MCDB    103L,STOYAN T,Winter,2025,12,37
MCDB    103L,WEIMBS T,Winter,2025,12,37
MCDB    108B,LEW G J,Winter,2025,22,242
MCDB    110,ROTHMAN J H,Winter,2025,19,151
MCDB    112,MONTELL D J,Winter,2025,106,191
MCDB    112H,MONTELL D J,Winter,2025,8,8
MCDB    112L,DE TOMASO A W,Winter,2025,95,97
MCDB    123,WAITE J H,Winter,2025,7,52
MCDB    126B,AZARENKO O,Winter,2025,9,71
MCDB    126B,SMITH I,Winter,2025,9,71
MCDB    126BL,AZARENKO O,Winter,2025,41,64
MCDB    126BL,STOYAN T,Winter,2025,41,64
MCDB    132,MAHAN M J,Winter,2025,7,61
MCDB    132L,MAHAN M J,Winter,2025,3,32
MCDB    133,DE TOMASO A W,Winter,2025,40,93
MCDB    133H,DE TOMASO A W,Winter,2025,18,18
MCDB    170,KIM S,Winter,2025,27,69
MCDB    183,KRANZFELDER P,Winter,2025,0,0
MCDB    183,SIMPSON J H,Winter,2025,0,0
MCDB    183,SMITH W,Winter,2025,0,0
MCDB    188,WILTON M B,Winter,2025,6,7
MCDB    192,KOSIK K S,Winter,2025,8,9
MCDB    194KF,ROTHMAN J H,Winter,2025,11,11
MCDB    194MR,LOPEZ B J,Winter,2025,0,0
ME        6,MARKS T G,Winter,2025,23,90
ME       12,FIELDS K,Winter,2025,5,12
ME       12S,BOWIE J,Winter,2025,13,60
ME       12S,FIELDS K,Winter,2025,13,60
ME       15,BELTZ G,Winter,2025,32,82
ME      108,TSAI G T,Winter,2025,87,92
ME      125ED,DRESSAIRE E M,Winter,2025,3,9
ME      125EH,HAWKES E W,Winter,2025,6,6
ME      125FA,DALY S H,Winter,2025,6,11
ME      125KF,FIELDS K,Winter,2025,3,7
ME      127,TSAI G T,Winter,2025,16,22
ME      135,LUZZATTO-FEGI,Winter,2025,7,16
ME      141A,PENNATHUR S,Winter,2025,4,19
ME      151B,BENNETT T D,Winter,2025,11,91
ME      152B,LUZZATTO-FEGI,Winter,2025,7,43
ME      156B,BEGLEY M R,Winter,2025,35,89
ME      159,MEINHART C,Winter,2025,16,21
ME      159,PETZOLD L,Winter,2025,16,21
ME      163,BAMIEH B A,Winter,2025,30,41
ME      186A,OROPEZA D,Winter,2025,7,8
MS        1AB,DOWNING T J,Winter,2025,24,30
MS        2AB,DOWNING T J,Winter,2025,11,16
MS       22,DOWNING T J,Winter,2025,20,42
MS      132,DOWNING T J,Winter,2025,10,14
MS      142,DOWNING T J,Winter,2025,5,7
MUS       3B,PAUL D C,Winter,2025,7,22
MUS       4B,JURKOWSKI N W,Winter,2025,2,6
MUS       4E,JURKOWSKI N W,Winter,2025,5,12
MUS       5B,LEVY B R,Winter,2025,3,12
MUS       8,THOLL A A,Winter,2025,7,10
MUS      10B,SPRIGGE M A,Winter,2025,6,14
MUS      11,JURKOWSKI N W,Winter,2025,35,105
MUS      15,SPRIGGE M A,Winter,2025,62,233
MUS      16,NATHAN J S,Winter,2025,13,62
MUS      17,MARCUS S L,Winter,2025,37,165
MUS      20A,JOHNSON L D,Winter,2025,3,14
MUS      31B,KISLENKO N,Winter,2025,3,6
MUS     101B,THOLL A A,Winter,2025,6,14
MUS     109LB,OLIVEIRA J P,Winter,2025,5,6
MUS     114,NOVAK D E,Winter,2025,70,110
MUS     116,PAUL D C,Winter,2025,11,29
MUS     119A,HELLIER R,Winter,2025,96,160
MUS     120B,WILSON B M,Winter,2025,6,6
MUS     122O,GRIPPO J R,Winter,2025,8,8
MUS     151,KISLENKO N,Winter,2025,5,9
MUS     160B,LEVY B R,Winter,2025,4,8
MUS  CS   5,HOGAN L A,Winter,2025,0,0
MUS  CS 105AC,SHERWOOD T P,Winter,2025,0,0
MUS  CS 105AC,WATTS A A,Winter,2025,0,0
MUS  CS 105FT,HOGAN L A,Winter,2025,0,0
MUS A    34,RADFORD A,Winter,2025,29,29
MUS A    36,WILSON B M,Winter,2025,17,18
MUS A    37,WILSON B M,Winter,2025,23,23
MUS A    42,RADFORD A,Winter,2025,18,18
MUS A    47S,NATHAN J S,Winter,2025,2,24
MUS A    70V,BELL V R,Winter,2025,0,13
MUS A   134,RADFORD A,Winter,2025,23,23
MUS A   136,WILSON B M,Winter,2025,12,12
MUS A   137,WILSON B M,Winter,2025,8,8
MUS A   140,MOERSCHEL J A,Winter,2025,4,5
MUS A   142,RADFORD A,Winter,2025,16,16
MUS A   144,MOERSCHEL J A,Winter,2025,5,6
MUS A   144,SABOURI P,Winter,2025,5,5
MUS A   147S,NATHAN J S,Winter,2025,8,26
MUS A   170I,MARCUS S L,Winter,2025,4,5
MUS A   170J,NORTH R H,Winter,2025,0,6
MUS A   170V,BELL V R,Winter,2025,0,5
PHIL      1,GREEN E J,Winter,2025,65,225
PHIL      3,NEIDLINGER J,Winter,2025,45,206
PHIL      4,ZIMMERMAN A Z,Winter,2025,46,236
PHIL      7,LI YUCHEN,Winter,2025,7,103
PHIL     20B,ZYLSTRA S J,Winter,2025,23,113
PHIL    100B,FALVEY K T,Winter,2025,7,54
PHIL    100F,CHARRY J D,Winter,2025,14,55
PHIL    121,GREENE A R,Winter,2025,3,23
PHIL    127,FALVEY K T,Winter,2025,6,27
PHIL    130,JARRETT G C,Winter,2025,6,39
PHIL    134,ZIMMERMAN A Z,Winter,2025,15,37
PHIL    150B,MOKRISKI D A,Winter,2025,6,22
PHIL    153,MCKIRAHAN R D,Winter,2025,7,33
PHIL    160,ZYLSTRA S J,Winter,2025,9,35
PHIL    184,ROBERTSON T,Winter,2025,7,10
PHYS      6A,FREUND E G,Winter,2025,43,248
PHYS      6A,GELLER R M,Winter,2025,15,182
PHYS      6AL,MAZIN B A,Winter,2025,80,348
PHYS      6AL,POPESCU P F,Winter,2025,80,348
PHYS      6B,FREUND E G,Winter,2025,85,376
PHYS      6BL,MAZIN B A,Winter,2025,120,388
PHYS      6BL,POPESCU P F,Winter,2025,120,388
PHYS      7A,KOUTROULAKIS,Winter,2025,167,530
PHYS      7C,POPESCU P F,Winter,2025,7,74
PHYS      7D,OEHLMANN P,Winter,2025,64,168
PHYS      7L,MAZIN B A,Winter,2025,19,117
PHYS      7L,POPESCU P F,Winter,2025,19,117
PHYS     13BL,NELSON H,Winter,2025,3,7
PHYS     20BL,LUO X,Winter,2025,50,107
PHYS     21,SHERWIN M S,Winter,2025,16,92
PHYS     22,CARATELLI D,Winter,2025,14,73
PHYS     24,STREICHAN S,Winter,2025,14,60
PHYS     25,WELD D M,Winter,2025,13,62
PHYS     29,HENNAWI J F,Winter,2025,27,93
PHYS    100B,CARLSON J M,Winter,2025,7,28
PHYS    103,BIBILASHVILI,Winter,2025,10,61
PHYS    104,BANTA I C,Winter,2025,12,64
PHYS    110B,CAMPAGNARI C,Winter,2025,23,56
PHYS    115A,YOUNG A F,Winter,2025,8,43
PHYS    115B,PATTERSON D S,Winter,2025,17,71
PHYS    119A,DOGIC Z,Winter,2025,6,41
PHYS    119B,MORRISON D R,Winter,2025,21,40
PHYS    123B,XU C,Winter,2025,7,28
PHYS    127BL,LIPPINCOTT W,Winter,2025,5,17
PHYS    128AL,MAZIN B A,Winter,2025,17,36
PHYS    129L,WANG ZIHANG,Winter,2025,10,35
PHYS    132,WONG T,Winter,2025,6,33
PHYS    135,SAFINYA C R,Winter,2025,7,14
PHYS    136,MARTIN C L,Winter,2025,5,24
PHYS    150,LUBIN P,Winter,2025,17,17
PHYS    150,STUART D D,Winter,2025,0,15
PHYS CS  15B,NELSON H,Winter,2025,0,0
PHYS CS  32,BANTA I C,Winter,2025,0,0
PHYS CS  32,GURUSWAMY S,Winter,2025,0,0
PHYS CS  35,BANTA I C,Winter,2025,0,0
PHYS CS  35,BIBILASHVILI,Winter,2025,0,0
PHYS CS 140VA,GURUSWAMY S,Winter,2025,0,0
POL S     1,KEUM T,Winter,2025,11,60
POL S     6,AHUJA A,Winter,2025,31,116
POL S     7,COGGINS B L,Winter,2025,28,270
POL S    15,MAHDAVI P,Winter,2025,19,131
POL S   106AD,NALL C M,Winter,2025,13,34
POL S   106AM,RICE A M,Winter,2025,4,18
POL S   106AS,PARKER C S,Winter,2025,7,36
POL S   106CC,NOMIKOS G G,Winter,2025,41,55
POL S   106CR,STRATHMAN B A,Winter,2025,5,49
POL S   106EJ,MARTINEZ ALVA,Winter,2025,11,46
POL S   106PB,MARTINEZ ALVA,Winter,2025,13,32
POL S   106PK,NOMIKOS G G,Winter,2025,67,112
POL S   114,HOBBS-MORGAN,Winter,2025,8,82
POL S   126,STRATHMAN B A,Winter,2025,6,53
POL S   133,AHUJA A,Winter,2025,7,65
POL S   140,SINGH SATYAJ,Winter,2025,15,58
POL S   160,LIEN P,Winter,2025,3,35
POL S   161,LIEN P,Winter,2025,11,88
POL S   166,GONZALEZ A,Winter,2025,18,63
POL S   177,MOOSBRUGGER L,Winter,2025,11,58
POL S   189,NORRIS A,Winter,2025,4,58
POL S   196,FREEMAN L A,Winter,2025,4,5
PORT      2,CRAVEIRO DE M,Winter,2025,1,13
PORT      5,CHU X,Winter,2025,2,9
PORT     16A,DE ALMEIDA A,Winter,2025,1,11
PORT    105E,CORREA DE SA,Winter,2025,10,23
PORT    114,CRAVEIRO DE M,Winter,2025,15,31
PORT    129A,CRAVEIRO DE M,Winter,2025,29,48
PORT    183A,CORREA DE SA,Winter,2025,7,9
PSTAT     5A,SWENSON J S,Winter,2025,39,222
PSTAT     5H,MEIRING W,Winter,2025,0,0
PSTAT     5LS,MILLER J B,Winter,2025,154,339
PSTAT     8,DUAN J,Winter,2025,2,38
PSTAT     8,HOLMES D E,Winter,2025,6,68
PSTAT    10,RAVAT U V,Winter,2025,65,242
PSTAT   100,FRANKS A,Winter,2025,107,131
PSTAT   105,CARTER A V,Winter,2025,18,79
PSTAT   115,BARACALDO LAN,Winter,2025,4,56
PSTAT   120A,WAINWRIGHT B,Winter,2025,87,381
PSTAT   120B,ABUZAID A H,Winter,2025,10,69
PSTAT   120B,COBURN K M,Winter,2025,49,148
PSTAT   120B,RAVAT U V,Winter,2025,34,111
PSTAT   122,CHI P,Winter,2025,165,210
PSTAT   126,ABUZAID A H,Winter,2025,12,38
PSTAT   126,PANDEY P,Winter,2025,33,96
PSTAT   126,WANG Y-D,Winter,2025,38,80
PSTAT   130,SWENSON J S,Winter,2025,21,119
PSTAT   131,YU G,Winter,2025,43,156
PSTAT   134,COBURN K M,Winter,2025,68,91
PSTAT   160A,PALANIAPPAN V,Winter,2025,8,73
PSTAT   160A,TAN YING,Winter,2025,74,144
PSTAT   160B,GRIGORIAN K,Winter,2025,26,76
PSTAT   170,LUDKOVSKI M,Winter,2025,4,65
PSTAT   171,GRIGORIAN K,Winter,2025,21,76
PSTAT   172A,PEDERSEN H W,Winter,2025,7,49
PSTAT   174,ICHIBA T,Winter,2025,73,89
PSTAT   182T,HAHN DE CASTR,Winter,2025,0,0
PSTAT   197B,BARACALDO LAN,Winter,2025,49,58
PSTAT   197B,COBURN K M,Winter,2025,49,58
PSTATW  174,FELDMAN R,Winter,2025,10,88
PSY       1,PIETRASZEWSKI,Winter,2025,324,631
PSY      10A,WOODS V E,Winter,2025,90,214
PSY      10B,BAHAM M E,Winter,2025,19,54
PSY      10B,CONROY-BEAM D,Winter,2025,57,123
PSY      10B,WOO B,Winter,2025,29,123
PSY     105,LIBERMAN Z E,Winter,2025,89,346
PSY     106,SCUDDER S L,Winter,2025,104,341
PSY     108,SPRAGUE T C,Winter,2025,65,329
PSY     113L,JANUSONIS S,Winter,2025,19,47
PSY     115,SZUMLINSKI K,Winter,2025,33,103
PSY     120,SCHOOLER J W,Winter,2025,10,69
PSY     120L,BAHAM M E,Winter,2025,49,96
PSY     130,ECKSTEIN M P,Winter,2025,19,98
PSY     133,SCUDDER S L,Winter,2025,99,144
PSY     139,YU H,Winter,2025,57,84
PSY     142,COSMIDES L,Winter,2025,11,97
PSY     150L,KIM H S,Winter,2025,12,47
PSY     151,ALBADA N A,Winter,2025,39,124
PSY     160AM,ALBADA N A,Winter,2025,13,47
PSY     160SK,KLEIN S B,Winter,2025,17,139
PSY     160TG,GERMAN T C M,Winter,2025,12,86
PSY     163AA,ALEXANDER A S,Winter,2025,20,82
PSY     163BG,GIESBRECHT B,Winter,2025,52,167
PSY     196D,SCUDDER S L,Winter,2025,0,0
RG ST     3,HILLIS G A,Winter,2025,14,57
RG ST     7,WALKER D S,Winter,2025,58,111
RG ST    10B,HEGAZY W T,Winter,2025,0,18
RG ST    11B,PARIKH S,Winter,2025,8,13
RG ST    20,MUNDRA A,Winter,2025,32,50
RG ST    24,THOMAS C M,Winter,2025,36,72
RG ST    58B,FEIZMOHAMMADP,Winter,2025,2,18
RG ST    80C,CARLSON T A,Winter,2025,6,42
RG ST    81,AFARY J,Winter,2025,7,22
RG ST    82,REYNOLDS D F,Winter,2025,10,57
RG ST   110F,BUSTO R V,Winter,2025,16,29
RG ST   115A,MEDINA R W,Winter,2025,4,42
RG ST   119A,AHMAD A A,Winter,2025,6,13
RG ST   128,YANG M,Winter,2025,1,18
RG ST   131H,MEDINA R W,Winter,2025,24,51
RG ST   137,THOMAS C M,Winter,2025,5,25
RG ST   138,ALBERTSON D C,Winter,2025,2,16
RG ST   140C,CAMPO J E,Winter,2025,6,19
RG ST   156BE,JARRETT G C,Winter,2025,9,36
RG ST   158E,FEIZMOHAMMADP,Winter,2025,7,19
RG ST   159G,HOLDREGE B A,Winter,2025,3,6
RG ST   162D,MUNDRA A,Winter,2025,8,24
RG ST   176,RAMBELLI F,Winter,2025,7,16
RG ST   187A,AFARY J,Winter,2025,5,12
RG ST   188B,ARMISTEAD K J,Winter,2025,0,0
RG ST   188B,MARSANO V L,Winter,2025,0,0
RG ST   190SB,THORNTON R,Winter,2025,10,26
RUSS      2,RAZOR S,Winter,2025,13,19
RUSS      5,MCLELLAN L,Winter,2025,5,6
RUSS    101E,MCLELLAN L,Winter,2025,1,5
SLAV    130A,LOPATKO K,Winter,2025,4,16
SLAV    130B,RAZOR S,Winter,2025,17,22
SLAV    187,STROBEL M,Winter,2025,4,8
SOC       1,KORNBERG D N,Winter,2025,67,468
SOC      10,TUROWETZ J,Winter,2025,34,224
SOC     108,CHARLES M,Winter,2025,6,46
SOC     108A,ARENAS VELAZQ,Winter,2025,36,57
SOC     108C,TOBER T L,Winter,2025,38,64
SOC     108F,RIOS V M,Winter,2025,22,59
SOC     121LS,LOPEZ ESPINO,Winter,2025,16,87
SOC     122GI,ROBINSON W I,Winter,2025,94,156
SOC     124,ARENAS VELAZQ,Winter,2025,17,89
SOC     125P,BRIDGES T S,Winter,2025,33,78
SOC     130A,ANDERSON KE B,Winter,2025,15,86
SOC     130C,HAJJAR L,Winter,2025,22,88
SOC     130LA,ROBINSON W I,Winter,2025,14,128
SOC     130ME,ANDERSON KE B,Winter,2025,8,77
SOC     130SR,ROBINSON W I,Winter,2025,22,52
SOC     131,NIELSEN E S,Winter,2025,42,92
SOC     131,TOBER T L,Winter,2025,42,92
SOC     134A,LARIMORE D K,Winter,2025,38,56
SOC     136C,WHITEHEAD K A,Winter,2025,33,94
SOC     142,BALDWIN J D,Winter,2025,7,47
SOC     146,TOBER T L,Winter,2025,35,91
SOC     149,NIELSEN E S,Winter,2025,24,89
SOC     149,SOBOTKA T C,Winter,2025,24,89
SOC     152A,BALDWIN J D,Winter,2025,34,159
SOC     152A,BALDWIN J I,Winter,2025,34,159
SOC     152B,BALDWIN J D,Winter,2025,6,8
SOC     152B,BALDWIN J I,Winter,2025,6,8
SOC     155,SOBOTKA T C,Winter,2025,12,92
SOC     155W,SEGURA D A,Winter,2025,10,80
SOC     159M,SOBOTKA T C,Winter,2025,15,87
SOC     173,LOPEZ ESPINO,Winter,2025,65,88
SOC     185A,NIELSEN E S,Winter,2025,34,89
SOC     185A,RAYMOND E,Winter,2025,34,89
SOC     185F,FALASCA S,Winter,2025,32,70
SOC     185S,SU P N,Winter,2025,3,74
SOC     190A,BRIDGES T S,Winter,2025,0,0
SOC     196HR,WINDER T J,Winter,2025,12,15
SPAN      2HY,BARRY C M,Winter,2025,2,16
SPAN      3,ROMINE J T,Winter,2025,2,17
SPAN      3,THURMAN N B,Winter,2025,10,36
SPAN      4,PAREDES-RIVER,Winter,2025,0,14
SPAN      5,IHLENDORF BUR,Winter,2025,11,39
SPAN      6,VARGAS D M,Winter,2025,9,29
SPAN     15,MARQUES-PASCU,Winter,2025,3,19
SPAN     16A,AGUILAR M,Winter,2025,4,37
SPAN     16B,CHAVIRA A I,Winter,2025,3,25
SPAN     25,ARAUJO C M,Winter,2025,1,15
SPAN     30,RAMIREZ PIMIE,Winter,2025,17,44
SPAN     52,LUPI J P,Winter,2025,16,45
SPAN    100,MIGLIO V G,Winter,2025,8,32
SPAN    115,ALVES FERREIR,Winter,2025,8,23
SPAN    117B,MIGLIO V G,Winter,2025,16,30
SPAN    127,GONZALES-SMIT,Winter,2025,14,23
SPAN    154B,MURUAMENDIARA,Winter,2025,1,21
SPAN    155B,BERMUDEZ S,Winter,2025,5,20
SPAN    169,CABRANES-GRAN,Winter,2025,30,31
SPAN    183B,MURUAMENDIARA,Winter,2025,9,25
SPAN    185,ARVIZU RAMIRE,Winter,2025,7,16
SPAN    194,GONZALES-SMIT,Winter,2025,9,19
SPAN W    1,BARRY C M,Winter,2025,1,33
SPAN W    1,DEL RAMO ZORN,Winter,2025,2,20
SPAN W    1,MARTINEZ CERN,Winter,2025,5,38
SPAN W    2,AMAYA E C,Winter,2025,0,22
SPAN W    2,MARTINEZ CERN,Winter,2025,4,17
SPAN W    2,MOREJON C,Winter,2025,2,20
SPAN W    2,VARGAS D M,Winter,2025,0,22
THTR      1,KING W D,Winter,2025,25,73
THTR      2C,GARCIA DAHAN,Winter,2025,94,144
THTR      5,CHATTERJI A,Winter,2025,35,36
THTR      5,FISHELL J K,Winter,2025,75,144
THTR      9,OLMOS M P,Winter,2025,6,17
THTR     10B,STEIN D A,Winter,2025,8,12
THTR     11B,MORGAN M,Winter,2025,4,12
THTR     15B,TORSIGLIERI A,Winter,2025,3,12
THTR     23,SCOTT V,Winter,2025,19,22
THTR     23D,SCOTT V,Winter,2025,11,24
THTR    104B,OLMOS M P,Winter,2025,1,10
THTR    104C,BERNARD M A,Winter,2025,3,9
THTR    110B,STEIN D A,Winter,2025,6,7
THTR    110D,STEIN D A,Winter,2025,7,10
THTR    111B,MORGAN M,Winter,2025,4,7
THTR    122,MITCHELL G M,Winter,2025,4,5
THTR    124,SCOTT V,Winter,2025,7,7
THTR    125,BEHM A,Winter,2025,10,10
THTR    127,SHEFFIELD C A,Winter,2025,8,13
THTR    151B,APPEL I J,Winter,2025,6,7
THTR    151D,TORSIGLIERI A,Winter,2025,3,10
THTR    152B,BRAININ R,Winter,2025,6,9
THTR    160C,MORGAN M,Winter,2025,2,8
THTR    180F,NAKAMURA J C,Winter,2025,23,31
THTR    182M,KING W D,Winter,2025,6,31
THTR    194T,CABRANES-GRAN,Winter,2025,13,17
THTR    194T,MCCARTHY C R,Winter,2025,13,17
THTR    194T,PATO LORENZO,Winter,2025,13,17
THTR    195,BENDER J M,Winter,2025,2,12
TMP     120,FELDMAN J E,Winter,2025,32,48
TMP     120,KANG SUKHUN,Winter,2025,43,140
TMP     122,KELLY I,Winter,2025,13,46
TMP     122,LAUER T,Winter,2025,5,49
TMP     122,STEN M J,Winter,2025,7,48
TMP     122,TRIPSAS M,Winter,2025,6,45
TMP     124,CARPENTER P M,Winter,2025,16,44
TMP     124,MCNELLIS A,Winter,2025,21,95
TMP     149,SEMICK J,Winter,2025,10,31
TMP     191FM,KAUFFMAN M E,Winter,2025,12,51
TMP     191L,ZACKRISON E J,Winter,2025,7,40
TMP     191VC,BOULWARE R,Winter,2025,12,50
W&L  CS   4,BROWN KARA,Winter,2025,0,0
W&L  CS  30,DONELAN J H,Winter,2025,0,0
W&L  CS 110,BROWN R L,Winter,2025,0,0
W&L  CS 141A,JACKSON W E,Winter,2025,0,0
W&L  CS 170B,BROWN R L,Winter,2025,0,0
WRIT      1,HABER B W,Winter,2025,15,24
WRIT      1,JOHNSON J K,Winter,2025,0,14
WRIT      1,SAUR E H,Winter,2025,8,15
WRIT      1,VALLICELLA L,Winter,2025,23,69
WRIT      1,WEBBER M A,Winter,2025,16,24
WRIT      2,BRAUNSTEIN E,Winter,2025,33,46
WRIT      2,CHAJDAS T W,Winter,2025,21,22
WRIT      2,CHENOWETH R C,Winter,2025,15,43
WRIT      2,D'ANCA C,Winter,2025,8,49
WRIT      2,DEAN C W,Winter,2025,11,18
WRIT      2,FRANK D M,Winter,2025,37,46
WRIT      2,GILBERT P,Winter,2025,18,48
WRIT      2,HAMMER L M,Winter,2025,5,18
WRIT      2,HOUSER V G,Winter,2025,23,25
WRIT      2,HUGHES D L,Winter,2025,40,46
WRIT      2,NIKITYN D,Winter,2025,0,49
WRIT      2,PETTERSSON PE,Winter,2025,20,44
WRIT      2,RUTHERFORD K,Winter,2025,13,25
WRIT      2,SMITH K A,Winter,2025,9,15
WRIT      2,VERTIZ V,Winter,2025,4,15
WRIT      2,YAMBOLIEV K I,Winter,2025,4,22
WRIT      2,ZHANG G,Winter,2025,44,48
WRIT      2,ZISA J E,Winter,2025,29,43
WRIT      2E,RUTHERFORD K,Winter,2025,10,13
WRIT     50,DEAN C W,Winter,2025,12,24
WRIT     50,THOMAS C,Winter,2025,26,48
WRIT     50E,BREECE M J,Winter,2025,45,50
WRIT     50E,HUK P M,Winter,2025,45,49
WRIT    105C,COKLIN L,Winter,2025,14,23
WRIT    105C,KRUT R M,Winter,2025,22,24
WRIT    105C,SCHRANCK J B,Winter,2025,22,25
WRIT    105C,VERTIZ V,Winter,2025,17,22
WRIT    105C,WHITTET E O,Winter,2025,11,20
WRIT    105CD,ERNST B C,Winter,2025,15,24
WRIT    105CW,HUGHES D L,Winter,2025,17,24
WRIT    105G,BAILLARGEON K,Winter,2025,19,20
WRIT    105G,COTICH C,Winter,2025,7,17
WRIT    105M,FRANK D M,Winter,2025,16,24
WRIT    105M,PROPEN A D,Winter,2025,14,23
WRIT    105M,SORAPURE M I,Winter,2025,15,22
WRIT    105M,THOMAS C,Winter,2025,11,23
WRIT    105PS,HANSON J L,Winter,2025,16,24
WRIT    105R,BRAUNSTEIN E,Winter,2025,8,17
WRIT    105R,ZISA J E,Winter,2025,9,18
WRIT    105S,HABER B W,Winter,2025,7,25
WRIT    105S,PROPEN A D,Winter,2025,23,23
